Rok,Značka,Model,Motorizácia,Spotreba
2025,Mercedes-Benz,AMG GLE 63 S 4MATIC+,4.0,14.7
2025,Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),4.0,14.7
2025,Mercedes-Benz,AMG GLS 63 4MATIC+,4.0,15.7
2025,Mercedes-Benz,G 550,3.0,13.1
2025,Mercedes-Benz,S 680 4MATIC Maybach,6.0,15.7
2025,Mercedes-Benz,GLA 250 4MATIC,2.0,8.4
2025,Mercedes-Benz,GLB 250 4MATIC,2.0,8.7
2025,Mercedes-Benz,GLA 250,2.0,8.1
2025,Mercedes-Benz,GLC 300 4MATIC,2.0,9.0
2025,Mercedes-Benz,GLE 350,2.0,10.2
2025,Mercedes-Benz,GLE 350 4MATIC,2.0,10.7
2025,Mercedes-Benz,GLE 450 4MATIC,3.0,11.2
2025,Mercedes-Benz,GLE 450 4MATIC (coupe),3.0,11.2
2025,Mercedes-Benz,AMG GT 55 4MATIC+ (coupe),4.0,16.8
2025,Mercedes-Benz,AMG GT 63 4MATIC+ (coupe),4.0,16.8
2025,Mercedes-Benz,GLE 580 4MATIC,4.0,13.8
2025,Mercedes-Benz,AMG SL 43,2.0,10.7
2025,Mercedes-Benz,AMG SL 55 4MATIC+,4.0,14.7
2025,Mercedes-Benz,AMG SL 63 4MATIC+,4.0,14.7
2025,Mercedes-Benz,AMG GLA 35 4MATIC,2.0,9.8
2025,Mercedes-Benz,GLC 300 4MATIC (Coupe),2.0,9.0
2025,Mercedes-Benz,CLE 450 4MATIC (Coupe),3.0,9.0
2025,Mini,Cooper S Hardtop 4 Door,2.0,7.4
2025,Mini,Cooper Hardtop 2 Door,2.0,7.4
2025,Mini,COOPER S HARDTOP 2 DOOR,2.0,7.4
2025,Mini,JCW Countryman ALL4,2.0,9.0
2025,Mini,Countryman S ALL4,2.0,8.7
2025,NISSAN,ALTIMA SL/SR,2.5,7.6
2025,NISSAN,SENTRA,2.0,6.9
2025,NISSAN,PATHFINDER 4WD,3.5,10.2
2025,NISSAN,KICKS AWD,2.0,7.8
2025,NISSAN,FRONTIER 4WD PRO-4X,3.8,13.1
2025,NISSAN,PATHFINDER 2WD,3.5,10.2
2025,NISSAN,PATHFINDER 4WD ROCK CREEK,3.5,11.2
2025,NISSAN,ROGUE FWD,1.5,7.1
2025,NISSAN,ROGUE FWD SL/PLATINUM,1.5,7.4
2025,NISSAN,VERSA,1.6,7.8
2025,NISSAN,VERSA,1.6,6.7
2025,NISSAN,PATHFINDER 4WD PLATINUM,3.5,10.7
2025,NISSAN,KICKS,2.0,7.6
2025,NISSAN,ROGUE AWD,1.5,7.6
2025,NISSAN,FRONTIER 4WD,3.8,12.4
2025,NISSAN,ROGUE AWD SL/PLATINUM,1.5,7.6
2025,NISSAN,SENTRA SR,2.0,7.1
2025,NISSAN,ALTIMA AWD,2.5,8.4
2025,NISSAN,ALTIMA,2.5,7.4
2025,NISSAN,FRONTIER 2WD,3.8,11.2
2025,NISSAN,ROGUE AWD ROCK CREEK,1.5,8.1
2025,Porsche,911 Turbo S Cabriolet,3.7,14.7
2025,Porsche,Cayenne Coupe,3.0,12.4
2025,Porsche,Cayenne,3.0,12.4
2025,Porsche,Panamera,2.9,11.2
2025,Porsche,Panamera 4,2.9,11.2
2025,Porsche,Macan T,2.0,11.2
2025,Porsche,Macan S,2.9,12.4
2025,Porsche,Macan,2.0,11.2
2025,Porsche,911 Turbo Cabriolet,3.7,14.7
2025,Porsche,911 Turbo,3.7,13.8
2025,Porsche,911 Carrera Cabriolet,3.0,11.2
2025,Porsche,718 Boxster GTS 4.0,4.0,11.2
2025,Porsche,718 Boxster GTS 4.0,4.0,12.4
2025,Porsche,718 Cayman GTS 4.0,4.0,11.2
2025,Porsche,718 Cayman GTS 4.0,4.0,12.4
2025,Porsche,911 Carrera,3.0,11.2
2025,Porsche,Cayenne GTS Coupe,4.0,13.1
2025,Porsche,Cayenne GTS,4.0,13.1
2025,Porsche,911 Turbo S,3.7,14.7
2025,Porsche,Cayenne Turbo GT,4.0,13.8
2025,RAM,1500 RHO 4x4,3.0,15.7
2025,RAM,1500 4X4,3.6,11.2
2025,RAM,1500 HO 4x4,3.0,13.8
2025,RAM,1500 HFE 4X2,3.6,10.2
2025,RAM,1500 4X2,3.6,10.7
2025,RAM,1500 4X2,3.0,11.2
2025,RAM,1500 4X4,3.0,12.4
2025,Rolls-Royce Motor Cars Limited,Cullinan,6.7,16.8
2025,Rolls-Royce Motor Cars Limited,Black Badge Cullinan,6.7,16.8
2025,Subaru,ASCENT LIMITED/TOURING/ONYX EDITION AWD,2.4,11.2
2025,Subaru,ASCENT AWD,2.4,10.7
2025,Subaru,BRZ,2.4,9.4
2025,Subaru,LEGACY,2.5,7.8
2025,Subaru,CROSSTREK AWD,2.0,8.1
2025,Subaru,CROSSTREK AWD,2.5,8.1
2025,Subaru,FORESTER AWD,2.5,8.1
2025,Subaru,FORESTER SPORT/TOURING AWD,2.5,8.4
2025,Subaru,OUTBACK AWD,2.4,9.4
2025,Subaru,OUTBACK AWD,2.5,8.4
2025,Subaru,OUTBACK WILDERNESS AWD,2.4,10.2
2025,Subaru,IMPREZA,2.5,8.1
2025,Subaru,IMPREZA,2.0,7.8
2025,Subaru,BRZ,2.4,10.7
2025,Subaru,CROSSTREK WILDERNESS AWD,2.5,8.7
2025,Subaru,LEGACY,2.4,9.0
2025,TOYOTA,CAMRY HEV AWD LE,2.5,4.7
2025,TOYOTA,COROLLA HYBRID AWD,1.8,5.3
2025,TOYOTA,Supra 3.0,3.0,9.0
2025,TOYOTA,CAMRY HEV AWD SE/XLE,2.5,5.1
2025,TOYOTA,COROLLA HYBRID,1.8,5.0
2025,TOYOTA,COROLLA HATCHBACK XSE,2.0,7.1
2025,TOYOTA,COROLLA HATCHBACK,2.0,6.7
2025,TOYOTA,COROLLA FX,2.0,6.9
2025,TOYOTA,COROLLA,2.0,6.9
2025,TOYOTA,COROLLA,2.0,6.9
2025,TOYOTA,COROLLA,2.0,6.7
2025,TOYOTA,GR COROLLA,1.6,9.8
2025,TOYOTA,GR COROLLA,1.6,10.7
2025,TOYOTA,Supra 2.0,2.0,8.7
2025,TOYOTA,CAMRY HEV AWD XSE,2.5,5.3
2025,TOYOTA,TOYOTA CROWN AWD,2.5,5.7
2025,TOYOTA,CAMRY HEV FF SE/XLE/XSE,2.5,5.0
2025,TOYOTA,SEQUOIA 4WD,3.4,11.8
2025,TOYOTA,TUNDRA 4WD PRO,3.4,12.4
2025,TOYOTA,TUNDRA 4WD,3.4,11.8
2025,TOYOTA,TUNDRA 4WD,3.4,12.4
2025,TOYOTA,CAMRY HEV FF LE,2.5,4.6
2025,TOYOTA,TUNDRA 4WD,3.4,12.4
2025,TOYOTA,Supra 3.0,3.0,11.2
2025,TOYOTA,TOYOTA CROWN AWD,2.4,7.8
2025,TOYOTA,TUNDRA 2WD,3.4,11.8
2025,TOYOTA,TUNDRA 2WD,3.4,11.8
2025,TOYOTA,TOYOTA CROWN SIGNIA AWD,2.5,6.2
2025,TOYOTA,SEQUOIA 2WD,3.4,10.7
2025,TOYOTA,TUNDRA 2WD,3.4,10.7
2025,Volkswagen,Atlas SEL 4Motion,2.0,11.2
2025,Volkswagen,Atlas SE 4Motion,2.0,11.2
2025,Volkswagen,Atlas Cross Sport 4Motion,2.0,11.2
2025,Volkswagen,Jetta Sport/SE/SEL,1.5,7.1
2025,Volkswagen,Atlas Cross Sport,2.0,10.2
2025,Volkswagen,GLI,2.0,8.1
2025,Volkswagen,GLI,2.0,7.8
2025,Volkswagen,Jetta,1.5,7.1
2025,Volkswagen,Atlas 4Motion Peak Edition,2.0,11.8
2025,Volkswagen,Atlas,2.0,10.7
"2025,""Volvo Cars of North America, LLC"",XC60 B5 AWD,2.0,9.0"
"2025,""Volvo Cars of North America, LLC"",S60 B5 AWD,2.0,8.4"
"2025,""Volvo Cars of North America, LLC"",S90 B6 AWD,2.0,9.0"
"2025,""Volvo Cars of North America, LLC"",V60CC B5 AWD,2.0,8.7"
"2025,""Volvo Cars of North America, LLC"",V90CC B6 AWD,2.0,9.4"
"2025,""Volvo Cars of North America, LLC"",XC90 B5 AWD,2.0,9.0"
"2025,""Volvo Cars of North America, LLC"",XC40 B5 AWD,2.0,9.0"
"2025,""Volvo Cars of North America, LLC"",S60 B5,2.0,7.8"
"2025,""Volvo Cars of North America, LLC"",XC90 B6 AWD,2.0,10.2"
