Rok,Značka,Model,Motorizácia,Spotreba
2024,MASERATI,Levante Trofeo,3.8,14.7
2024,MASERATI,Grecale GT,2.0,9.4
2024,MASERATI,MC20 Spyder,3.0,13.1
2024,MASERATI,MC20,3.0,13.1
2024,MASERATI,Grecale Trofeo,3.0,11.8
2024,MASERATI,Levante GT,3.0,13.1
2024,MASERATI,Levante Modena,3.0,13.1
2024,MASERATI,Levante Modena V8,3.8,14.7
2024,MASERATI,Grecale Modena,2.0,9.4
2024,MASERATI,Quattroporte GT,3.0,12.4
2024,MAZDA,MAZDA3 5-Door 4WD,2.5,8.1
2024,MAZDA,MAZDA3 5-Door 4WD,2.5,9.0
2024,MAZDA,MAZDA3 5-Door 2WD,2.5,7.8
2024,MAZDA,MAZDA3 4-Door 4WD,2.5,7.8
2024,MAZDA,MAZDA3 4-Door 2WD,2.5,7.6
2024,MAZDA,MAZDA3 4-Door 4WD,2.5,8.7
2024,MAZDA,MAZDA CX-90 4WD,3.3,9.4
2024,MAZDA,MAZDA3 5-Door 2WD,2.5,7.8
2024,MAZDA,MAZDA CX-90 4WD,3.3,9.4
2024,MAZDA,CX-5 4WD,2.5,8.4
2024,MAZDA,CX-30 4WD,2.5,8.1
2024,MAZDA,CX-30 4WD,2.5,9.4
2024,MAZDA,CX-5 4WD,2.5,9.4
2024,MAZDA,CX-5 4WD,2.5,9.8
2024,MAZDA,MAZDA CX-50 4WD,2.5,9.4
2024,MAZDA,MX-5,2.0,8.1
2024,MAZDA,MAZDA CX-50 4WD,2.5,8.7
2024,MAZDA,MX-5,2.0,8.1
2024,MITSUBISHI MOTORS,Outlander 2WD,2.5,8.7
2024,MITSUBISHI MOTORS,Outlander 4WD,2.5,9.0
2024,Mercedes-Benz,GLE 350 4MATIC,2.0,10.2
2024,Mercedes-Benz,AMG GLE 63 S 4MATIC+,4.0,14.7
2024,Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),4.0,14.7
2024,Mercedes-Benz,AMG GLS 63 4MATIC+,4.0,14.7
2024,Mercedes-Benz,G 550,4.0,16.8
2024,Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),3.0,11.8
2024,Mercedes-Benz,AMG GLE 53 4MATIC+,3.0,11.8
2024,Mercedes-Benz,GLE 450 4MATIC,3.0,10.7
2024,Mercedes-Benz,GLC 300 4MATIC (Coupe),2.0,9.0
2024,Mercedes-Benz,GLE 350,2.0,9.8
2024,Mercedes-Benz,GLS 450 4MATIC,3.0,11.2
2024,Mercedes-Benz,AMG GLC 43 4MATIC,2.0,11.2
2024,Mercedes-Benz,AMG GLC 43 4MATIC (coupe),2.0,11.2
2024,Mercedes-Benz,GLA 250 4MATIC,2.0,8.7
2024,Mercedes-Benz,GLB 250 4MATIC,2.0,8.7
2024,Mercedes-Benz,AMG GT 55 4MATIC+ (coupe),4.0,14.7
2024,Mercedes-Benz,AMG GT 63 4MATIC+ (coupe),4.0,14.7
2024,Mercedes-Benz,AMG SL 43,2.0,10.7
2024,Mercedes-Benz,GLC 300 4MATIC,2.0,8.7
2024,Mercedes-Benz,GLE 580 4MATIC,4.0,13.8
2024,Mercedes-Benz,AMG G 63 4x4 Squared,4.0,21.4
2024,Mercedes-Benz,AMG CLA 45 S 4MATIC,2.0,10.2
2024,Mercedes-Benz,CLE 450 4MATIC (Convertible),3.0,9.0
2024,Mercedes-Benz,AMG CLA 35 4MATIC,2.0,9.4
2024,Mercedes-Benz,AMG C 43 4MATIC,2.0,10.2
2024,Mercedes-Benz,E 350 4MATIC,2.0,8.7
2024,Mercedes-Benz,E 450 4MATIC,3.0,9.4
2024,Mercedes-Benz,S 500 4MATIC,3.0,9.8
2024,Mercedes-Benz,AMG GT 43 4MATIC+,3.0,11.2
2024,Mercedes-Benz,Maybach S 680 4Matic,6.0,15.7
2024,Mercedes-Benz,AMG G 63,4.0,16.8
2024,Mercedes-Benz,GLC 300,2.0,8.7
2024,Mercedes-Benz,AMG GLA 35 4MATIC,2.0,9.8
2024,Mercedes-Benz,GLA 250,2.0,8.4
2024,Mercedes-Benz,GLS 580 4MATIC,4.0,14.7
2024,Mercedes-Benz,GLS 600 4MATIC Maybach,4.0,14.7
2024,Mercedes-Benz,GLB 250,2.0,8.4
2024,Mercedes-Benz,AMG GT 53 4MATIC+,3.0,11.2
2024,Mercedes-Benz,CLE 450 4MATIC (Coupe),3.0,9.0
2024,Mercedes-Benz,C 300,2.0,7.8
2024,Mercedes-Benz,AMG CLE 53 4MATIC+ (Coupe),3.0,10.2
2024,Mercedes-Benz,CLE 300 4MATIC (Convertible),2.0,9.0
2024,Mercedes-Benz,CLE 300 4MATIC (Coupe),2.0,8.4
2024,Mercedes-Benz,AMG GT 63 4MATIC+,4.0,13.8
2024,Mercedes-Benz,AMG SL 63 4MATIC+,4.0,14.7
2024,Mercedes-Benz,AMG GLB 35 4MATIC,2.0,10.2
2024,Mercedes-Benz,AMG SL 55 4MATIC+,4.0,14.7
2024,Mercedes-Benz,S 580 4MATIC Maybach,4.0,11.2
2024,Mercedes-Benz,S 580 4MATIC,4.0,11.2
2024,Mercedes-Benz,CLA 250 4MATIC,2.0,8.4
2024,Mercedes-Benz,CLA 250,2.0,7.8
2024,Mercedes-Benz,C 300 4MATIC,2.0,8.7
2024,Mercedes-Benz,E 450 4MATIC AT (station wagon),3.0,9.4
2024,Mini,COOPER S HARDTOP 4 DOOR,2.0,7.6
2024,Mini,COOPER S HARDTOP 4 DOOR,2.0,8.7
2024,Mini,COOPER S HARDTOP 2 DOOR,2.0,8.7
2024,Mini,COOPER S HARDTOP 2 DOOR,2.0,7.6
2024,Mini,COOPER HARDTOP 4 DOOR,1.5,7.6
2024,Mini,COOPER HARDTOP 4 DOOR,1.5,7.4
2024,Mini,COOPER HARDTOP 2 DOOR,1.5,7.6
2024,Mini,JOHN COOPER WORKS HARDTOP 2 DOOR,2.0,9.0
2024,Mini,COOPER S COUNTRYMAN,2.0,8.4
2024,Mini,COOPER COUNTRYMAN ALL4,1.5,9.0
2024,Mini,COOPER CONVERTIBLE,1.5,7.4
2024,Mini,COOPER CONVERTIBLE,1.5,7.6
2024,Mini,COOPER S CONVERTIBLE,2.0,7.8
2024,Mini,COOPER S CONVERTIBLE,2.0,8.7
2024,Mini,JOHN COOPER WORKS CONVERTIBLE,2.0,8.4
2024,Mini,COOPER COUNTRYMAN,1.5,8.4
2024,Mini,COOPER HARDTOP 2 DOOR,1.5,7.4
2024,Mini,JOHN COOPER WORKS HARDTOP 2 DOOR,2.0,8.1
2024,Mini,COOPER S CLUBMAN,2.0,9.4
2024,Mini,COOPER S CLUBMAN ALL4,2.0,8.7
2024,Mini,COOPER S COUNTRYMAN ALL4,2.0,9.0
2024,Mini,JCW COUNTRYMAN ALL4,2.0,9.0
2024,Mini,JOHN COOPER WORKS CLUBMAN ALL4,2.0,9.0
2024,Mini,COOPER S CLUBMAN,2.0,8.1
2024,Mitsubishi Motors Corporation,Outlander Sport 4WD,2.0,9.0
2024,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 4WD,1.5,9.0
2024,Mitsubishi Motors Corporation,Outlander Sport 4WD,2.4,9.4
2024,Mitsubishi Motors Corporation,ECLIPSE CROSS 4WD,1.5,9.4
2024,Mitsubishi Motors Corporation,Outlander Sport 2WD,2.0,8.7
2024,Mitsubishi Motors Corporation,MIRAGE G4,1.2,6.4
2024,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,1.5,9.0
2024,Mitsubishi Motors Corporation,MIRAGE,1.2,6.0
2024,NISSAN,GT-R,3.8,13.1
2024,NISSAN,FRONTIER 4WD PRO-4X,3.8,12.4
2024,NISSAN,FRONTIER 4WD,3.8,11.8
2024,NISSAN,ALTIMA SL/SR,2.5,7.6
2024,NISSAN,ALTIMA AWD,2.5,7.8
2024,NISSAN,ALTIMA,2.5,7.4
2024,NISSAN,PATHFINDER 4WD PLATINUM,3.5,10.7
2024,NISSAN,ARMADA 4WD,5.6,15.7
2024,NISSAN,PATHFINDER 4WD,3.5,10.2
2024,NISSAN,PATHFINDER 4WD ROCK CREEK,3.5,11.2
2024,NISSAN,ROGUE AWD,1.5,7.6
2024,NISSAN,ROGUE AWD SL/PLATINUM,1.5,7.6
2024,NISSAN,VERSA,1.6,6.7
2024,NISSAN,VERSA,1.6,7.8
2024,NISSAN,FRONTIER 2WD,3.8,11.2
2024,NISSAN,TITAN 2WD,5.6,13.8
2024,NISSAN,TITAN 4WD,5.6,13.8
2024,NISSAN,TITAN 4WD PRO-4X,5.6,14.7
2024,NISSAN,ALTIMA SR,2.0,8.1
2024,NISSAN,ROGUE FWD SL/PLATINUM,1.5,7.4
2024,NISSAN,ROGUE FWD,1.5,7.1
2024,NISSAN,PATHFINDER 2WD,3.5,10.2
2024,NISSAN,SENTRA,2.0,6.9
2024,NISSAN,MURANO AWD,3.5,10.2
2024,NISSAN,ARMADA 2WD,5.6,14.7
2024,NISSAN,MURANO FWD,3.5,10.2
2024,NISSAN,KICKS,1.6,7.1
2024,NISSAN,SENTRA SR,2.0,7.1
2024,NISSAN,Z,3.0,10.7
2024,NISSAN,Z NISMO,3.0,12.4
2024,NISSAN,Z,3.0,11.8
2024,Porsche,718 Cayman GTS 4.0,4.0,11.2
2024,Porsche,718 Cayman GTS 4.0,4.0,12.4
2024,Porsche,718 Cayman S,2.5,10.7
2024,Porsche,718 Cayman S,2.5,11.2
2024,Porsche,718 GT4 RS,4.0,14.7
2024,Porsche,718 Spyder RS,4.0,14.7
2024,Porsche,911 GT3,4.0,14.7
2024,Porsche,911 GT3 Touring,4.0,14.7
2024,Porsche,718 Cayman,2.0,9.8
2024,Porsche,Panamera,2.9,11.2
2024,Porsche,Panamera 4,2.9,11.2
2024,Porsche,Cayenne S Coupe,4.0,13.8
2024,Porsche,718 Boxster,2.0,9.8
2024,Porsche,718 Boxster,2.0,10.7
2024,Porsche,718 Boxster GTS 4.0,4.0,11.2
2024,Porsche,718 Boxster GTS 4.0,4.0,12.4
2024,Porsche,718 Boxster S,2.5,10.7
2024,Porsche,911 GT3,4.0,15.7
2024,Porsche,718 Boxster S,2.5,11.2
2024,Porsche,911 GT3 RS,4.0,14.7
2024,Porsche,911 GT3 Touring,4.0,15.7
2024,Porsche,718 Cayman,2.0,10.7
2024,Porsche,911 Carrera S Cabriolet,3.0,11.8
2024,Porsche,Macan T,2.0,11.2
2024,Porsche,Macan S,2.9,12.4
2024,Porsche,Macan,2.0,11.2
2024,Porsche,911 Carrera S Cabriolet,3.0,11.8
2024,Porsche,Cayenne,3.0,12.4
2024,Porsche,Cayenne Coupe,3.0,12.4
2024,Porsche,911 Carrera T,3.0,11.8
2024,Porsche,911 Carrera T,3.0,11.8
2024,Porsche,911 Carrera S,3.0,11.2
2024,Porsche,911 Dakar,3.0,12.4
2024,Porsche,Cayenne S,4.0,13.8
2024,Porsche,911 Targa 4 GTS,3.0,12.4
2024,Porsche,911 Targa 4 GTS,3.0,12.4
2024,Porsche,911 Targa 4S,3.0,11.8
2024,Porsche,911 Targa 4S,3.0,11.8
2024,Porsche,911 Turbo,3.7,13.8
2024,Porsche,911 Turbo Cabriolet,3.7,14.7
2024,Porsche,911 Turbo S,3.7,14.7
2024,Porsche,911 Turbo S Cabriolet,3.7,14.7
2024,Porsche,911 Targa 4,3.0,11.8
2024,Porsche,911 Carrera S,3.0,11.8
2024,Porsche,Macan GTS,2.9,12.4
2024,Porsche,911 Carrera GTS Cabriolet,3.0,12.4
2024,Porsche,911 Carrera 4 GTS,3.0,12.4
2024,Porsche,911 Carrera 4 GTS,3.0,12.4
2024,Porsche,911 Carrera 4 Cabriolet,3.0,11.8
2024,Porsche,911 Carrera 4,3.0,11.8
2024,Porsche,911 Carrera,3.0,11.8
2024,Porsche,911 Carrera 4 GTS Cabriolet,3.0,12.4
2024,Porsche,911 Carrera GTS Cabriolet,3.0,11.8
2024,Porsche,911 Carrera 4S,3.0,11.8
2024,Porsche,911 Carrera 4S Cabriolet,3.0,11.8
2024,Porsche,911 Carrera 4S Cabriolet,3.0,11.8
2024,Porsche,911 S/T,4.0,15.7
2024,Porsche,911 Carrera Cabriolet,3.0,11.8
2024,Porsche,911 Carrera GTS,3.0,12.4
2024,Porsche,911 Carrera GTS,3.0,11.8
2024,Porsche,911 Carrera 4S,3.0,11.8
2024,Porsche,911 Carrera 4 GTS Cabriolet,3.0,12.4
2024,RAM,1500 TRX 4x4,6.2,19.6
2024,RAM,1500 Classic 4X4,3.6,12.4
2024,RAM,1500 Classic 4X4,5.7,13.8
2024,RAM,1500 4X4,5.7,12.4
2024,RAM,1500 4X4,3.6,11.2
2024,RAM,1500 Classic 4X2,5.7,13.8
2024,RAM,1500 Classic 4X2,3.6,11.8
2024,RAM,1500 4X2,5.7,11.8
2024,RAM,1500 4X2,3.6,10.7
2024,RAM,1500 HFE 4X2,3.6,10.2
2024,Rolls-Royce Motor Cars Limited,Ghost,6.7,16.8
2024,Rolls-Royce Motor Cars Limited,Ghost Black Badge,6.7,16.8
2024,Rolls-Royce Motor Cars Limited,Ghost Extended,6.7,16.8
2024,Rolls-Royce Motor Cars Limited,Phantom Extended,6.7,16.8
2024,Rolls-Royce Motor Cars Limited,Cullinan,6.7,16.8
2024,Rolls-Royce Motor Cars Limited,Cullinan Black Badge,6.7,16.8
2024,Rolls-Royce Motor Cars Limited,Phantom,6.7,16.8
2024,Subaru,LEGACY,2.4,9.0
2024,Subaru,ASCENT LIMITED/TOURING/ONYX EDITION AWD,2.4,11.2
2024,Subaru,OUTBACK WILDERNESS AWD,2.4,10.2
2024,Subaru,OUTBACK AWD,2.5,8.4
2024,Subaru,OUTBACK AWD,2.4,9.4
2024,Subaru,FORESTER WILDERNESS AWD,2.5,9.0
2024,Subaru,IMPREZA,2.0,7.8
2024,Subaru,ASCENT AWD,2.4,10.7
2024,Subaru,FORESTER AWD,2.5,8.1
2024,Subaru,CROSSTREK WILDERNESS AWD,2.5,8.7
2024,Subaru,IMPREZA,2.5,8.1
2024,Subaru,BRZ,2.4,10.7
2024,Subaru,CROSSTREK AWD,2.5,8.1
2024,Subaru,CROSSTREK AWD,2.0,8.1
2024,Subaru,WRX,2.4,10.7
2024,Subaru,WRX,2.4,11.2
2024,Subaru,LEGACY,2.5,7.8
2024,Subaru,BRZ,2.4,9.4
2024,TOYOTA,TUNDRA 2WD,3.4,11.8
2024,TOYOTA,TUNDRA 2WD,3.4,11.8
2024,TOYOTA,RAV4 AWD,2.5,8.1
2024,TOYOTA,RAV4 AWD,2.5,8.4
2024,TOYOTA,HIGHLANDER AWD,2.4,9.8
2024,TOYOTA,RAV4,2.5,7.8
2024,TOYOTA,COROLLA CROSS AWD,2.0,7.8
2024,TOYOTA,TUNDRA 2WD,3.4,11.8
2024,TOYOTA,TUNDRA 2WD,3.4,11.8
2024,TOYOTA,TUNDRA 2WD,3.4,10.7
2024,TOYOTA,COROLLA CROSS HYBRID AWD,2.0,5.6
2024,TOYOTA,TUNDRA 2WD,3.4,10.7
2024,TOYOTA,Supra 3.0,3.0,11.2
2024,TOYOTA,RAV4 HYBRID AWD WOODLAND EDITION,2.5,6.4
2024,TOYOTA,SEQUOIA 4WD,3.4,11.8
2024,TOYOTA,LAND CRUISER,2.4,10.2
2024,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,6.7
2024,TOYOTA,HIGHLANDER HYBRID AWD,2.5,6.7
2024,TOYOTA,GRAND HIGHLANDER HYBRID AWD,2.5,6.9
2024,TOYOTA,GRAND HIGHLANDER HYBRID AWD,2.4,8.7
2024,TOYOTA,GRAND HIGHLANDER AWD LIMITED/PLATINUM,2.4,10.7
2024,TOYOTA,GRAND HIGHLANDER AWD LE/XLE,2.4,10.2
2024,TOYOTA,4RUNNER 4WD,4.0,13.8
2024,TOYOTA,COROLLA HYBRID AWD,1.8,4.9
2024,TOYOTA,COROLLA HYBRID AWD,1.8,5.3
2024,TOYOTA,COROLLA HYBRID,1.8,4.7
2024,TOYOTA,COROLLA HYBRID,1.8,5.0
2024,TOYOTA,COROLLA HATCHBACK XSE,2.0,7.1
2024,TOYOTA,COROLLA HATCHBACK,2.0,6.7
2024,TOYOTA,COROLLA,2.0,6.7
2024,TOYOTA,COROLLA,2.0,6.9
2024,TOYOTA,RAV4 HYBRID AWD,2.5,6.0
2024,TOYOTA,Supra 2.0,2.0,8.7
2024,TOYOTA,Supra 3.0,3.0,9.0
2024,TOYOTA,HIGHLANDER HYBRID,2.5,6.5
2024,TOYOTA,VENZA AWD,2.5,6.0
2024,TOYOTA,HIGHLANDER,2.4,9.8
2024,TOYOTA,TUNDRA 4WD,3.4,11.8
2024,TOYOTA,COROLLA CROSS,2.0,7.4
2024,TOYOTA,TACOMA 2WD,2.4,10.2
2024,TOYOTA,TACOMA HYBRID 4WD,2.4,10.2
2024,TOYOTA,4RUNNER 2WD,4.0,13.8
2024,TOYOTA,GRAND HIGHLANDER HYBRID,2.5,6.5
2024,TOYOTA,RAV4 AWD LE,2.5,7.8
2024,TOYOTA,GRAND HIGHLANDER HYBRID LIMITED,2.5,6.9
2024,TOYOTA,GR COROLLA,1.6,9.8
2024,TOYOTA,GRAND HIGHLANDER LE/XLE,2.4,9.8
2024,TOYOTA,GRAND HIGHLANDER LIMITED,2.4,9.8
2024,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,2.4,10.2
2024,TOYOTA,SEQUOIA 2WD,3.4,10.7
2024,TOYOTA,TUNDRA 4WD,3.4,12.4
2024,TOYOTA,SIENNA AWD,2.5,6.7
2024,TOYOTA,SIENNA,2.5,6.5
2024,TOYOTA,TUNDRA 4WD,3.4,12.4
2024,TOYOTA,TUNDRA 4WD,3.4,11.8
2024,TOYOTA,GR86,2.4,9.8
2024,TOYOTA,GR86,2.4,10.7
2024,TOYOTA,TUNDRA 4WD PRO,3.4,12.4
2024,TOYOTA,TUNDRA 4WD PRO,3.4,12.4
2024,TOYOTA,TACOMA HYBRID 4WD,2.4,9.8
2024,TOYOTA,HIGHLANDER,2.4,9.4
2024,TOYOTA,TACOMA SR5/SPORT/PRERUNNER 2WD,2.4,10.7
2024,TOYOTA,TACOMA 4WD MT,2.4,11.8
2024,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,2.4,11.2
2024,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,2.4,11.2
2024,TOYOTA,TUNDRA 4WD,3.4,12.4
2024,TOYOTA,CAMRY,3.5,9.0
2024,TOYOTA,CAMRY AWD LE/SE,2.5,8.1
2024,TOYOTA,CAMRY AWD XLE/XSE,2.5,8.4
2024,TOYOTA,CAMRY HYBRID LE,2.5,4.5
2024,TOYOTA,CAMRY HYBRID SE/XLE/XSE,2.5,5.1
2024,TOYOTA,CAMRY LE/SE,2.5,7.4
2024,TOYOTA,TACOMA 4WD,2.4,11.2
2024,TOYOTA,CAMRY TRD,3.5,9.4
2024,TOYOTA,CAMRY XSE,3.5,9.0
2024,TOYOTA,PRIUS,2.0,4.1
2024,TOYOTA,PRIUS AWD,2.0,4.4
2024,TOYOTA,PRIUS AWD XLE/LTD,2.0,4.8
2024,TOYOTA,PRIUS XLE/LTD,2.0,4.5
2024,TOYOTA,TOYOTA CROWN AWD,2.4,7.8
2024,TOYOTA,TOYOTA CROWN AWD,2.5,5.7
2024,TOYOTA,4RUNNER 4WD,4.0,13.8
2024,TOYOTA,TACOMA SR5/SPORT/OFFROAD/LIMITED 4WD,2.4,11.2
2024,TOYOTA,CAMRY XLE/XSE,2.5,7.6
2024,TOYOTA,RAV4 AWD TRD OFFROAD,2.5,8.4
2024,Volkswagen,Jetta,1.5,6.9
2024,Volkswagen,Atlas Cross Sport,2.0,10.2
2024,Volkswagen,Golf R,2.0,9.4
2024,Volkswagen,GLI,2.0,8.4
2024,Volkswagen,GLI,2.0,7.8
2024,Volkswagen,Arteon 4Motion,2.0,9.4
2024,Volkswagen,Jetta Sport/SE/SEL,1.5,7.1
2024,Volkswagen,Jetta,1.5,6.9
2024,Volkswagen,GTI,2.0,8.7
2024,Volkswagen,Atlas,2.0,10.2
2024,Volkswagen,Golf R,2.0,10.2
2024,Volkswagen,GTI,2.0,8.7
2024,Volkswagen,Tiguan,2.0,9.0
2024,Volkswagen,Tiguan S,2.0,8.7
2024,Volkswagen,Atlas 4Motion Peak Edition,2.0,11.8
2024,Volkswagen,Atlas Cross Sport 4Motion,2.0,10.7
2024,Volkswagen,Atlas SE 4Motion,2.0,10.7
2024,Volkswagen,Atlas SEL 4Motion,2.0,11.2
2024,Volkswagen,Taos 4Motion,1.5,8.7
2024,Volkswagen,Tiguan 4Motion,2.0,9.4
2024,Volkswagen,Tiguan R-Line 4Motion,2.0,9.8
2024,Volkswagen,Taos,1.5,7.6
2024,"Volvo Cars of North America, LLC",S60 B5,2.0,7.8
2024,"Volvo Cars of North America, LLC",S60 B5 AWD,2.0,8.4
2024,"Volvo Cars of North America, LLC",XC40 B5 AWD,2.0,9.0
2024,"Volvo Cars of North America, LLC",XC90 B5 AWD,2.0,9.8
2024,"Volvo Cars of North America, LLC",V60CC B5 AWD,2.0,8.7
2024,"Volvo Cars of North America, LLC",V90CC B6 AWD,2.0,9.4
2024,"Volvo Cars of North America, LLC",XC60 B5 AWD,2.0,9.4
2024,"Volvo Cars of North America, LLC",S90 B6 AWD,2.0,9.4
2024,"Volvo Cars of North America, LLC",XC90 B6 AWD,2.0,10.2
